study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJNA524703	SAMN11031284	SRX5450992	SRR8653137	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/007/SRR8653137/SRR8653137_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/007/SRR8653137/SRR8653137_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/007/SRR8653137
PRJNA524703	SAMN11031285	SRX5450991	SRR8653138	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/008/SRR8653138/SRR8653138_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/008/SRR8653138/SRR8653138_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/008/SRR8653138
PRJNA524703	SAMN11031286	SRX5450990	SRR8653139	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/009/SRR8653139/SRR8653139_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/009/SRR8653139/SRR8653139_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/009/SRR8653139
PRJNA524703	SAMN11031293	SRX5450989	SRR8653140	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/000/SRR8653140/SRR8653140_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/000/SRR8653140/SRR8653140_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/000/SRR8653140
PRJNA524703	SAMN11031294	SRX5450988	SRR8653141	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/001/SRR8653141/SRR8653141_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/001/SRR8653141/SRR8653141_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/001/SRR8653141
PRJNA524703	SAMN11031295	SRX5450987	SRR8653142	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/002/SRR8653142/SRR8653142_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/002/SRR8653142/SRR8653142_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/002/SRR8653142
PRJNA524703	SAMN11031296	SRX5450986	SRR8653143	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/003/SRR8653143/SRR8653143_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/003/SRR8653143/SRR8653143_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/003/SRR8653143
PRJNA524703	SAMN11031297	SRX5450985	SRR8653144	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/004/SRR8653144/SRR8653144_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/004/SRR8653144/SRR8653144_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/004/SRR8653144
PRJNA524703	SAMN11031298	SRX5450984	SRR8653145	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/005/SRR8653145/SRR8653145_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/005/SRR8653145/SRR8653145_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/005/SRR8653145
PRJNA524703	SAMN11031299	SRX5450983	SRR8653146	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/006/SRR8653146/SRR8653146_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/006/SRR8653146/SRR8653146_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/006/SRR8653146
PRJNA524703	SAMN11031300	SRX5450982	SRR8653147	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/007/SRR8653147/SRR8653147_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/007/SRR8653147/SRR8653147_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/007/SRR8653147
PRJNA524703	SAMN11031301	SRX5450981	SRR8653148	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/008/SRR8653148/SRR8653148_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/008/SRR8653148/SRR8653148_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/008/SRR8653148
PRJNA524703	SAMN11031302	SRX5450980	SRR8653149	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/009/SRR8653149/SRR8653149_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/009/SRR8653149/SRR8653149_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/009/SRR8653149
PRJNA524703	SAMN11031339	SRX5450979	SRR8653150	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/000/SRR8653150/SRR8653150_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/000/SRR8653150/SRR8653150_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/000/SRR8653150
PRJNA524703	SAMN11031379	SRX5450978	SRR8653151	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/001/SRR8653151/SRR8653151_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/001/SRR8653151/SRR8653151_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/001/SRR8653151
PRJNA524703	SAMN11031378	SRX5450977	SRR8653152	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/002/SRR8653152/SRR8653152_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/002/SRR8653152/SRR8653152_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/002/SRR8653152
PRJNA524703	SAMN11031377	SRX5450976	SRR8653153	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/003/SRR8653153/SRR8653153_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/003/SRR8653153/SRR8653153_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/003/SRR8653153
PRJNA524703	SAMN11031376	SRX5450975	SRR8653154	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/004/SRR8653154/SRR8653154_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/004/SRR8653154/SRR8653154_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/004/SRR8653154
PRJNA524703	SAMN11031375	SRX5450974	SRR8653155	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/005/SRR8653155/SRR8653155_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/005/SRR8653155/SRR8653155_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/005/SRR8653155
PRJNA524703	SAMN11031374	SRX5450973	SRR8653156	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/006/SRR8653156/SRR8653156_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/006/SRR8653156/SRR8653156_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/006/SRR8653156
PRJNA524703	SAMN11031373	SRX5450972	SRR8653157	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/007/SRR8653157/SRR8653157_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/007/SRR8653157/SRR8653157_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/007/SRR8653157
PRJNA524703	SAMN11031372	SRX5450971	SRR8653158	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/008/SRR8653158/SRR8653158_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/008/SRR8653158/SRR8653158_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/008/SRR8653158
PRJNA524703	SAMN11031371	SRX5450970	SRR8653159	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/009/SRR8653159/SRR8653159_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/009/SRR8653159/SRR8653159_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/009/SRR8653159
PRJNA524703	SAMN11031370	SRX5450969	SRR8653160	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/000/SRR8653160/SRR8653160_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/000/SRR8653160/SRR8653160_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/000/SRR8653160
PRJNA524703	SAMN11031338	SRX5450968	SRR8653161	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/001/SRR8653161/SRR8653161_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/001/SRR8653161/SRR8653161_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/001/SRR8653161
PRJNA524703	SAMN11031337	SRX5450967	SRR8653162	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/002/SRR8653162/SRR8653162_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/002/SRR8653162/SRR8653162_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/002/SRR8653162
PRJNA524703	SAMN11031340	SRX5450966	SRR8653163	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/003/SRR8653163/SRR8653163_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/003/SRR8653163/SRR8653163_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/003/SRR8653163
PRJNA524703	SAMN11031339	SRX5450965	SRR8653164	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/004/SRR8653164/SRR8653164_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/004/SRR8653164/SRR8653164_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/004/SRR8653164
PRJNA524703	SAMN11031454	SRX5450964	SRR8653165	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/005/SRR8653165/SRR8653165_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/005/SRR8653165/SRR8653165_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/005/SRR8653165
PRJNA524703	SAMN11031333	SRX5450963	SRR8653166	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/006/SRR8653166/SRR8653166_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/006/SRR8653166/SRR8653166_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/006/SRR8653166
PRJNA524703	SAMN11031336	SRX5450962	SRR8653167	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/007/SRR8653167/SRR8653167_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/007/SRR8653167/SRR8653167_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/007/SRR8653167
PRJNA524703	SAMN11031335	SRX5450961	SRR8653168	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/008/SRR8653168/SRR8653168_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/008/SRR8653168/SRR8653168_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/008/SRR8653168
PRJNA524703	SAMN11031450	SRX5450960	SRR8653169	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/009/SRR8653169/SRR8653169_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/009/SRR8653169/SRR8653169_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/009/SRR8653169
PRJNA524703	SAMN11031451	SRX5450959	SRR8653170	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/000/SRR8653170/SRR8653170_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/000/SRR8653170/SRR8653170_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/000/SRR8653170
PRJNA524703	SAMN11031452	SRX5450958	SRR8653171	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/001/SRR8653171/SRR8653171_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/001/SRR8653171/SRR8653171_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/001/SRR8653171
PRJNA524703	SAMN11031453	SRX5450957	SRR8653172	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/002/SRR8653172/SRR8653172_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/002/SRR8653172/SRR8653172_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/002/SRR8653172
PRJNA524703	SAMN11031446	SRX5450956	SRR8653173	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/003/SRR8653173/SRR8653173_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/003/SRR8653173/SRR8653173_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/003/SRR8653173
PRJNA524703	SAMN11031447	SRX5450955	SRR8653174	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/004/SRR8653174/SRR8653174_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/004/SRR8653174/SRR8653174_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/004/SRR8653174
PRJNA524703	SAMN11031448	SRX5450954	SRR8653175	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/005/SRR8653175/SRR8653175_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/005/SRR8653175/SRR8653175_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/005/SRR8653175
PRJNA524703	SAMN11031449	SRX5450953	SRR8653176	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/006/SRR8653176/SRR8653176_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/006/SRR8653176/SRR8653176_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/006/SRR8653176
PRJNA524703	SAMN11031296	SRX5450952	SRR8653177	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/007/SRR8653177/SRR8653177_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/007/SRR8653177/SRR8653177_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/007/SRR8653177
PRJNA524703	SAMN11031289	SRX5450951	SRR8653178	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/008/SRR8653178/SRR8653178_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/008/SRR8653178/SRR8653178_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/008/SRR8653178
PRJNA524703	SAMN11031411	SRX5450950	SRR8653179	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/009/SRR8653179/SRR8653179_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/009/SRR8653179/SRR8653179_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/009/SRR8653179
PRJNA524703	SAMN11031410	SRX5450949	SRR8653180	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/000/SRR8653180/SRR8653180_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/000/SRR8653180/SRR8653180_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/000/SRR8653180
PRJNA524703	SAMN11031413	SRX5450948	SRR8653181	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/001/SRR8653181/SRR8653181_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/001/SRR8653181/SRR8653181_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/001/SRR8653181
PRJNA524703	SAMN11031412	SRX5450947	SRR8653182	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/002/SRR8653182/SRR8653182_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/002/SRR8653182/SRR8653182_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/002/SRR8653182
PRJNA524703	SAMN11031415	SRX5450946	SRR8653183	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/003/SRR8653183/SRR8653183_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/003/SRR8653183/SRR8653183_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/003/SRR8653183
PRJNA524703	SAMN11031414	SRX5450945	SRR8653184	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/004/SRR8653184/SRR8653184_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/004/SRR8653184/SRR8653184_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/004/SRR8653184
PRJNA524703	SAMN11031417	SRX5450944	SRR8653185	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/005/SRR8653185/SRR8653185_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/005/SRR8653185/SRR8653185_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/005/SRR8653185
PRJNA524703	SAMN11031416	SRX5450943	SRR8653186	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/006/SRR8653186/SRR8653186_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/006/SRR8653186/SRR8653186_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/006/SRR8653186
PRJNA524703	SAMN11031419	SRX5450942	SRR8653187	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/007/SRR8653187/SRR8653187_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/007/SRR8653187/SRR8653187_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/007/SRR8653187
PRJNA524703	SAMN11031418	SRX5450941	SRR8653188	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/008/SRR8653188/SRR8653188_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/008/SRR8653188/SRR8653188_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/008/SRR8653188
PRJNA524703	SAMN11031444	SRX5450940	SRR8653189	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/009/SRR8653189/SRR8653189_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/009/SRR8653189/SRR8653189_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/009/SRR8653189
PRJNA524703	SAMN11031445	SRX5450939	SRR8653190	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/000/SRR8653190/SRR8653190_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/000/SRR8653190/SRR8653190_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/000/SRR8653190
PRJNA524703	SAMN11031446	SRX5450938	SRR8653191	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/001/SRR8653191/SRR8653191_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/001/SRR8653191/SRR8653191_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/001/SRR8653191
PRJNA524703	SAMN11031447	SRX5450937	SRR8653192	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/002/SRR8653192/SRR8653192_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/002/SRR8653192/SRR8653192_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/002/SRR8653192
PRJNA524703	SAMN11031440	SRX5450936	SRR8653193	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/003/SRR8653193/SRR8653193_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/003/SRR8653193/SRR8653193_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/003/SRR8653193
PRJNA524703	SAMN11031441	SRX5450935	SRR8653194	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/004/SRR8653194/SRR8653194_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/004/SRR8653194/SRR8653194_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/004/SRR8653194
PRJNA524703	SAMN11031442	SRX5450934	SRR8653195	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/005/SRR8653195/SRR8653195_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/005/SRR8653195/SRR8653195_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/005/SRR8653195
PRJNA524703	SAMN11031443	SRX5450933	SRR8653196	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/006/SRR8653196/SRR8653196_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/006/SRR8653196/SRR8653196_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/006/SRR8653196
PRJNA524703	SAMN11031448	SRX5450932	SRR8653197	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/007/SRR8653197/SRR8653197_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/007/SRR8653197/SRR8653197_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/007/SRR8653197
PRJNA524703	SAMN11031449	SRX5450931	SRR8653198	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/008/SRR8653198/SRR8653198_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/008/SRR8653198/SRR8653198_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/008/SRR8653198
PRJNA524703	SAMN11031338	SRX5450930	SRR8653199	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/009/SRR8653199/SRR8653199_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/009/SRR8653199/SRR8653199_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/009/SRR8653199
PRJNA524703	SAMN11031306	SRX5450929	SRR8653200	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/000/SRR8653200/SRR8653200_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/000/SRR8653200/SRR8653200_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/000/SRR8653200
PRJNA524703	SAMN11031303	SRX5450928	SRR8653201	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/001/SRR8653201/SRR8653201_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/001/SRR8653201/SRR8653201_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/001/SRR8653201
PRJNA524703	SAMN11031320	SRX5450927	SRR8653202	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/002/SRR8653202/SRR8653202_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/002/SRR8653202/SRR8653202_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/002/SRR8653202
PRJNA524703	SAMN11031337	SRX5450926	SRR8653203	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/003/SRR8653203/SRR8653203_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/003/SRR8653203/SRR8653203_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/003/SRR8653203
PRJNA524703	SAMN11031395	SRX5450925	SRR8653204	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/004/SRR8653204/SRR8653204_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/004/SRR8653204/SRR8653204_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/004/SRR8653204
PRJNA524703	SAMN11031394	SRX5450924	SRR8653205	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/005/SRR8653205/SRR8653205_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/005/SRR8653205/SRR8653205_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/005/SRR8653205
PRJNA524703	SAMN11031387	SRX5450923	SRR8653206	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/006/SRR8653206/SRR8653206_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/006/SRR8653206/SRR8653206_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/006/SRR8653206
PRJNA524703	SAMN11031386	SRX5450922	SRR8653207	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/007/SRR8653207/SRR8653207_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/007/SRR8653207/SRR8653207_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/007/SRR8653207
PRJNA524703	SAMN11031389	SRX5450921	SRR8653208	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/008/SRR8653208/SRR8653208_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/008/SRR8653208/SRR8653208_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/008/SRR8653208
PRJNA524703	SAMN11031388	SRX5450920	SRR8653209	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/009/SRR8653209/SRR8653209_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/009/SRR8653209/SRR8653209_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/009/SRR8653209
